# Created by Octave 2.0.16, Tue May 30 10:59:57 2000 <gonzalez@charm.gae.ucm.es>
# name: timegen
# type: matrix
# rows: 21
# columns: 4
 0 1 2.34903483751e-05 0.10588865957758
 0.2 1.58489319246111 3.99403988645233e-05 0.180041403866165
 0.4 2.51188643150958 6.77673739628962e-05 0.305478500252049
 0.6 3.98107170553497 0.000114716020513756 0.517111345064251
 0.8 6.30957344480193 0.000193695021791286 0.873129078241786
 1 10 0.000326123829222902 1.47008526997096
 1.2 15.8489319246111 0.000547361140963861 2.46736815461433
 1.4 25.1188643150958 0.000915427994062742 4.12652216490102
 1.6 39.8107170553497 0.00152486559831572 6.87371560707769
 1.8 63.0957344480193 0.0025284366980057 11.3975650128027
 2 100 0.00417048542298759 18.7995130670817
 2.2 158.489319246111 0.00683695782987926 30.8193087915954
 2.4 251.188643150958 0.0111278097871858 50.1614043173752
 2.6 398.107170553497 0.0179563510378239 80.9427732589585
 2.8 630.957344480194 0.0286735943633657 129.253445880201
 3 1000 0.0451963571913109 203.733959341805
 3.2 1584.89319246111 0.0700696359121444 315.856525639734
 3.4 2511.88643150958 0.106283350955907 479.098963898898
 3.6 3981.07170553497 0.156423344968555 705.117610895852
 3.8 6309.57344480194 0.220231360838294 992.748307676559
 4 10000 0.288611739524305 1300.99008105717
