############################################################
# Quantum Efficiency file, for each pixel in the camera
# Copyright (c) 1998, J C Gonzalez
#############################################################
# This file is (still) for test purposes only
#
# first, number of datapoints, and wavelengths
28
270
280
290
300
310
320
330
340
350
360
370
380
390
400
410
420
430
440
450
460
480
500
520
540
560
580
600
620
# pixel 1
1  1  0.6817
1  2  2.2155
1  3  5.8797
1  4 10.5663
1  5 16.5312
1  6 20.1101
1  7 21.2179
1  8 22.4109
1  9 23.7743
1 10 24.2856
1 11 24.2856
1 12 24.1151
1 13 23.6039
1 14 23.3482
1 15 22.1552
1 16 20.9623
1 17 19.6841
1 18 18.3207
1 19 16.7869
1 20 15.3382
1 21 12.1002
1 22  8.5212
1 23  5.9649
1 24  4.4310
1 25  1.9599
1 26  0.8521
1 27  0.3408
1 28  0.0852
# pixel 2
2  1  0.7135
2  2  2.3189
2  3  6.1541
2  4 11.0595
2  5 17.3027
2  6 21.0486
2  7 22.2081
2  8 23.4567
2  9 24.8838
2 10 25.4189
2 11 25.4189
2 12 25.2405
2 13 24.7054
2 14 24.4378
2 15 23.1892
2 16 21.9405
2 17 20.6027
2 18 19.1757
2 19 17.5703
2 20 16.0540
2 21 12.6649
2 22  8.9189
2 23  6.2432
2 24  4.6378
2 25  2.0514
2 26  0.8919
2 27  0.3568
2 28  0.0892
# pixel 3
3  1  0.7000
3  2  2.2751
3  3  6.0379
3  4 10.8507
3  5 16.9760
3  6 20.6513
3  7 21.7888
3  8 23.0139
3  9 24.4140
3 10 24.9390
3 11 24.9390
3 12 24.7640
3 13 24.2390
3 14 23.9765
3 15 22.7514
3 16 21.5263
3 17 20.2137
3 18 18.8137
3 19 17.2386
3 20 15.7510
3 21 12.4258
3 22  8.7505
3 23  6.1254
3 24  4.5503
3 25  2.0126
3 26  0.8751
3 27  0.3500
3 28  0.0875
# pixel 4
4  1  0.7046
4  2  2.2899
4  3  6.0770
4  4 10.9210
4  5 17.0861
4  6 20.7852
4  7 21.9302
4  8 23.1632
4  9 24.5723
4 10 25.1008
4 11 25.1008
4 12 24.9246
4 13 24.3962
4 14 24.1320
4 15 22.8990
4 16 21.6659
4 17 20.3448
4 18 18.9357
4 19 17.3504
4 20 15.8531
4 21 12.5064
4 22  8.8073
4 23  6.1651
4 24  4.5798
4 25  2.0257
4 26  0.8807
4 27  0.3523
4 28  0.0881
# pixel 5
5  1  0.6915
5  2  2.2475
5  3  5.9644
5  4 10.7187
5  5 16.7696
5  6 20.4001
5  7 21.5239
5  8 22.7340
5  9 24.1171
5 10 24.6358
5 11 24.6358
5 12 24.4629
5 13 23.9442
5 14 23.6849
5 15 22.4747
5 16 21.2645
5 17 19.9679
5 18 18.5849
5 19 17.0289
5 20 15.5594
5 21 12.2747
5 22  8.6441
5 23  6.0509
5 24  4.4949
5 25  1.9881
5 26  0.8644
5 27  0.3458
5 28  0.0864
# pixel 6
6  1  0.6690
6  2  2.1743
6  3  5.7701
6  4 10.3695
6  5 16.2233
6  6 19.7356
6  7 20.8227
6  8 21.9934
6  9 23.3314
6 10 23.8332
6 11 23.8332
6 12 23.6659
6 13 23.1642
6 14 22.9133
6 15 21.7426
6 16 20.5718
6 17 19.3174
6 18 17.9794
6 19 16.4742
6 20 15.0525
6 21 11.8748
6 22  8.3625
6 23  5.8538
6 24  4.3485
6 25  1.9234
6 26  0.8363
6 27  0.3345
6 28  0.0836
# pixel 7
7  1  0.8461
7  2  2.7498
7  3  7.2975
7  4 13.1144
7  5 20.5176
7  6 24.9596
7  7 26.3345
7  8 27.8151
7  9 29.5073
7 10 30.1419
7 11 30.1419
7 12 29.9303
7 13 29.2958
7 14 28.9785
7 15 27.4978
7 16 26.0172
7 17 24.4308
7 18 22.7386
7 19 20.8349
7 20 19.0370
7 21 15.0181
7 22 10.5761
7 23  7.4033
7 24  5.4996
7 25  2.4325
7 26  1.0576
7 27  0.4230
7 28  0.1058
# pixel 8
8  1  0.7628
8  2  2.4791
8  3  6.5791
8  4 11.8233
8  5 18.4977
8  6 22.5024
8  7 23.7419
8  8 25.0768
8  9 26.6024
8 10 27.1745
8 11 27.1745
8 12 26.9838
8 13 26.4117
8 14 26.1256
8 15 24.7907
8 16 23.4558
8 17 22.0256
8 18 20.5000
8 19 18.7837
8 20 17.1628
8 21 13.5396
8 22  9.5349
8 23  6.6744
8 24  4.9581
8 25  2.1930
8 26  0.9535
8 27  0.3814
8 28  0.0953
# pixel 9
9  1  0.7937
9  2  2.5796
9  3  6.8460
9  4 12.3029
9  5 19.2481
9  6 23.4152
9  7 24.7050
9  8 26.0941
9  9 27.6815
9 10 28.2768
9 11 28.2768
9 12 28.0784
9 13 27.4831
9 14 27.1854
9 15 25.7964
9 16 24.4074
9 17 22.9191
9 18 21.3316
9 19 19.5457
9 20 17.8590
9 21 14.0888
9 22  9.9217
9 23  6.9452
9 24  5.1593
9 25  2.2820
9 26  0.9922
9 27  0.3969
9 28  0.0992
# pixel 10
10  1  0.8050
10  2  2.6162
10  3  6.9430
10  4 12.4772
10  5 19.5208
10  6 23.7469
10  7 25.0550
10  8 26.4637
10  9 28.0737
10 10 28.6774
10 11 28.6774
10 12 28.4762
10 13 27.8725
10 14 27.5706
10 15 26.1619
10 16 24.7532
10 17 23.2438
10 18 21.6339
10 19 19.8227
10 20 18.1121
10 21 14.2884
10 22 10.0623
10 23  7.0436
10 24  5.2324
10 25  2.3143
10 26  1.0062
10 27  0.4025
10 28  0.1006
# pixel 11
11  1  0.6351
11  2  2.0639
11  3  5.4773
11  4  9.8433
11  5 15.4000
11  6 18.7341
11  7 19.7660
11  8 20.8774
11  9 22.1475
11 10 22.6238
11 11 22.6238
11 12 22.4650
11 13 21.9887
11 14 21.7506
11 15 20.6392
11 16 19.5279
11 17 18.3372
11 18 17.0671
11 19 15.6382
11 20 14.2887
11 21 11.2722
11 22  7.9382
11 23  5.5567
11 24  4.1278
11 25  1.8258
11 26  0.7938
11 27  0.3175
11 28  0.0794
# pixel 12
12  1  0.7618
12  2  2.4757
12  3  6.5703
12  4 11.8074
12  5 18.4729
12  6 22.4722
12  7 23.7100
12  8 25.0431
12  9 26.5667
12 10 27.1380
12 11 27.1380
12 12 26.9475
12 13 26.3762
12 14 26.0906
12 15 24.7575
12 16 23.4244
12 17 21.9961
12 18 20.4725
12 19 18.7585
12 20 17.1398
12 21 13.5214
12 22  9.5221
12 23  6.6655
12 24  4.9515
12 25  2.1901
12 26  0.9522
12 27  0.3809
12 28  0.0952
# pixel 13
13  1  0.7411
13  2  2.4087
13  3  6.3923
13  4 11.4876
13  5 17.9726
13  6 21.8636
13  7 23.0679
13  8 24.3649
13  9 25.8472
13 10 26.4030
13 11 26.4030
13 12 26.2177
13 13 25.6619
13 14 25.3840
13 15 24.0870
13 16 22.7900
13 17 21.4003
13 18 19.9181
13 19 18.2505
13 20 16.6756
13 21 13.1552
13 22  9.2642
13 23  6.4850
13 24  4.8174
13 25  2.1308
13 26  0.9264
13 27  0.3706
13 28  0.0926
# pixel 14
14  1  0.7494
14  2  2.4357
14  3  6.4639
14  4 11.6162
14  5 18.1738
14  6 22.1083
14  7 23.3262
14  8 24.6377
14  9 26.1366
14 10 26.6986
14 11 26.6986
14 12 26.5113
14 13 25.9492
14 14 25.6682
14 15 24.3567
14 16 23.0451
14 17 21.6399
14 18 20.1411
14 19 18.4548
14 20 16.8623
14 21 13.3025
14 22  9.3679
14 23  6.5576
14 24  4.8713
14 25  2.1546
14 26  0.9368
14 27  0.3747
14 28  0.0937
# pixel 15
15  1  0.7811
